age,gender,frequency,account_age,card_type,loan_id,loan_date,amount,duration,payments,status,loan_year,loan_month,client_district_habitants,client_district_mun_under_499,client_district_mun_under_1999,client_district_mun_under_9999,client_district_mun_higher_10000,client_district_cities,client_district_inhab_ration,client_district_average_salary,client_district_95_unemp,client_district_96_unemp,client_district_entrepren,client_district_95_crimes,client_district_96_crimes,account_district_habitants,account_district_mun_under_499,account_district_mun_under_1999,account_district_mun_under_9999,account_district_mun_higher_10000,account_district_cities,account_district_inhab_ration,account_district_average_salary,account_district_95_unemp,account_district_96_unemp,account_district_entrepren,account_district_95_crimes,account_district_96_crimes,credit count,credit balance mean,credit balance min,credit balance max,credit amount mean,credit amount min,credit amount max,credit amount std,withdrawal count,withdrawal balance mean,withdrawal balance min,withdrawal balance max,withdrawal amount mean,withdrawal amount min,withdrawal amount max,withdrawal amount std,OPERATION A amount mean,OPERATION A count,OPERATION B amount mean,OPERATION B count,OPERATION C amount mean,OPERATION C count,OPERATION D amount mean,OPERATION D count,OPERATION E amount mean,OPERATION E count,OPERATION F amount mean,OPERATION F count,balance_to_loan_ratio,balance_on_request
55,1,1,6,0,6950,95-04-11,104712,24,4363,1,95,4,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,72,65812.0,400.0,147603.0,16042.0,84.0,49831.0,16621.0,119.0,52243.0,18404.0,119703.0,9523.0,15.0,56400.0,12242.0,23009.0,50,0.0,0.0,10742.0,97.0,4146.0,22.0,0.0,0.0,207.0,22.0,0.24779585911834365,25947.2
29,1,3,5,0,6955,95-11-22,244368,48,5091,1,95,11,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,64,85850.0,200.0,143453.0,20765.0,200.0,49769.0,16500.0,80.0,67984.0,40589.0,124353.0,15534.0,100.0,57200.0,16400.0,27031.0,49,0.0,0.0,15534.0,80.0,0.0,0.0,0.0,0.0,294.0,15.0,0.35272253322857333,86194.1
62,1,1,6,0,6960,95-01-11,76416,24,3184,1,95,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,57,36143.0,16986.0,64494.0,8868.0,49.0,28659.0,10003.0,96.0,28544.0,8686.0,62448.0,5138.0,15.0,21400.0,4294.0,3362.0,13,20843.0,22.0,3815.0,60.0,7342.0,36.0,0.0,0.0,147.0,22.0,0.16047555485762144,12262.9
36,2,1,3,0,6961,96-06-06,176148,36,4893,1,96,6,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,9,48714.0,1100.0,83783.0,15688.0,35.0,34881.0,18211.0,4.0,43645.0,30381.0,53383.0,21900.0,5600.0,30400.0,11282.0,1100.0,1,34881.0,4.0,21900.0,4.0,0.0,0.0,0.0,0.0,142.0,4.0,0.30424756454799373,53592.6
58,2,1,6,0,6965,95-06-13,139536,24,5814,1,95,6,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,67,71567.0,800.0,151547.0,18070.0,12.0,49193.0,16553.0,98.0,58641.0,5818.0,122050.0,11982.0,15.0,53200.0,12870.0,25136.0,48,0.0,0.0,12247.0,81.0,10721.0,17.0,0.0,0.0,220.0,19.0,0.2613870255704621,36472.9
28,1,3,5,0,6985,95-11-22,113796,36,3161,1,95,11,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,25,38280.0,500.0,58022.0,9974.0,105.0,28446.0,10663.0,47.0,36075.0,21161.0,56702.0,4581.0,100.0,21074.0,4796.0,600.0,2,20544.0,12.0,5322.0,31.0,3144.0,16.0,0.0,0.0,147.0,11.0,0.29925480684734085,34054.0
23,1,1,5,0,6986,95-02-11,151728,48,3161,-1,95,2,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,28,37125.0,-520.0,82785.0,8911.0,10.0,48906.0,13565.0,29.0,24086.0,-670.0,63711.0,7690.0,1.0,27000.0,8276.0,17696.0,14,0.0,0.0,7690.0,29.0,0.0,0.0,0.0,0.0,126.0,14.0,0.17458016977749657,26488.7
56,1,1,4,1,6992,96-07-27,133968,48,2791,1,96,7,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,23,53391.0,200.0,117458.0,17826.0,61.0,49512.0,18975.0,56.0,44054.0,19232.0,92508.0,6701.0,15.0,60800.0,9842.0,27247.0,15,0.0,0.0,8554.0,32.0,4230.0,24.0,0.0,0.0,161.0,8.0,0.25923728054460765,34729.5
27,2,2,4,0,6995,96-09-26,96168,12,8014,1,96,9,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,84,53353.0,600.0,138010.0,7330.0,25.0,46253.0,13437.0,65.0,46796.0,3609.0,95396.0,9417.0,30.0,53500.0,10051.0,22441.0,27,0.0,0.0,9417.0,65.0,0.0,0.0,0.0,0.0,172.0,57.0,0.03753119540803594,3609.3
60,1,1,6,0,6996,95-04-13,126600,24,5275,1,95,4,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,46,53131.0,400.0,94043.0,17294.0,62.0,47472.0,17819.0,86.0,43903.0,17876.0,89743.0,8684.0,15.0,32400.0,8204.0,400.0,1,34400.0,23.0,8684.0,86.0,0.0,0.0,0.0,0.0,177.0,22.0,0.3848388625592417,48720.6
31,2,1,6,0,6998,94-05-21,97632,12,8136,1,94,5,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,20,61851.0,1100.0,119900.0,25763.0,47.0,73224.0,26691.0,45.0,49614.0,21478.0,81050.0,10532.0,15.0,54700.0,11775.0,1100.0,1,51257.0,10.0,12099.0,33.0,6223.0,12.0,0.0,0.0,177.0,9.0,0.42332534414945916,41330.1
19,1,1,6,0,7004,95-03-15,331560,60,5526,1,95,3,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,40,42363.0,900.0,71925.0,11491.0,36.0,33276.0,12317.0,79.0,34197.0,17398.0,50893.0,5211.0,15.0,24700.0,4755.0,20771.0,22,0.0,0.0,5769.0,51.0,4192.0,28.0,0.0,0.0,147.0,18.0,0.1447463505851128,47992.1
38,1,1,4,0,7008,95-09-22,36168,12,3014,1,95,9,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,15,39727.0,300.0,63738.0,9289.0,64.0,27122.0,10032.0,21.0,38590.0,25349.0,58980.0,5248.0,15.0,18500.0,4690.0,1350.0,2,19373.0,7.0,5639.0,13.0,4611.0,8.0,0.0,0.0,172.0,6.0,0.8056320504313205,29138.1
28,2,1,4,0,7013,96-08-02,89340,60,1489,1,96,8,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,20,38239.0,500.0,54628.0,6167.0,32.0,17313.0,6521.0,24.0,41477.0,30800.0,49792.0,3380.0,15.0,8200.0,2566.0,11084.0,11,0.0,0.0,2949.0,19.0,5016.0,5.0,0.0,0.0,158.0,9.0,0.47266174166107006,42227.6
25,2,1,4,0,7034,96-07-11,19044,36,529,1,96,7,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,29,42978.0,600.0,64981.0,8717.0,14.0,24126.0,9238.0,40.0,43226.0,33942.0,64481.0,5066.0,15.0,22300.0,6611.0,15669.0,16,0.0,0.0,5066.0,40.0,0.0,0.0,0.0,0.0,161.0,13.0,2.6342995169082126,50167.6
35,1,1,4,0,7036,96-09-25,194940,36,5415,1,96,9,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,38,63318.0,600.0,138173.0,15619.0,1.0,48883.0,16478.0,53.0,51903.0,14286.0,129541.0,10553.0,15.0,58700.0,12942.0,25698.0,23,0.0,0.0,10553.0,53.0,0.0,0.0,0.0,0.0,164.0,15.0,0.17550169282856265,34212.3
29,2,1,6,0,7055,94-04-06,167100,60,2785,1,94,4,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,33,72338.0,1100.0,143606.0,17751.0,91.0,49980.0,16644.0,46.0,57517.0,20795.0,100922.0,11880.0,15.0,49200.0,14240.0,26495.0,22,0.0,0.0,11880.0,46.0,0.0,0.0,0.0,0.0,263.0,11.0,0.23524955116696586,39310.2
26,1,2,5,0,7057,95-10-20,231696,36,6436,1,95,10,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,34,52182.0,800.0,108575.0,20382.0,102.0,60566.0,22050.0,92.0,43542.0,16048.0,93910.0,7099.0,30.0,36000.0,7663.0,1267.0,3,42901.0,16.0,9365.0,57.0,3410.0,35.0,0.0,0.0,185.0,15.0,0.17209921621434981,39874.7
34,1,1,6,0,7061,94-08-27,121896,24,5079,1,94,8,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,39,60847.0,600.0,133455.0,16312.0,18.0,49558.0,17543.0,54.0,49782.0,22951.0,116126.0,11005.0,15.0,64900.0,11994.0,26382.0,24,0.0,0.0,11005.0,54.0,0.0,0.0,0.0,0.0,201.0,15.0,0.3438767473912187,41917.2
40,1,1,6,0,7066,94-05-02,215388,36,5983,-1,94,5,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,10,32724.0,1000.0,50757.0,6116.0,18.0,49757.0,15624.0,5.0,32660.0,28769.0,39357.0,6100.0,2600.0,11400.0,3693.0,20157.0,3,0.0,0.0,6100.0,5.0,0.0,0.0,0.0,0.0,99.0,7.0,0.14236076290229724,30662.8
41,1,1,6,0,7097,93-12-23,75624,24,3151,-1,93,12,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,15,52514.0,400.0,89755.0,11677.0,50.0,49887.0,19366.0,8.0,45315.0,26688.0,58655.0,16650.0,3200.0,31100.0,10241.0,28896.0,6,0.0,0.0,16650.0,8.0,0.0,0.0,0.0,0.0,197.0,9.0,0.5547815508304242,41954.8
46,1,1,3,0,7101,96-11-18,421008,48,8771,1,96,11,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,22,39535.0,600.0,72330.0,10392.0,45.0,31540.0,11171.0,28.0,35787.0,21042.0,62428.0,7052.0,15.0,19100.0,5297.0,17491.0,13,0.0,0.0,6275.0,22.0,9902.0,6.0,0.0,0.0,139.0,9.0,0.07403184737582184,31168.0
20,1,1,6,0,7104,93-12-13,259740,60,4329,1,93,12,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,10,45829.0,800.0,79634.0,14443.0,75.0,38960.0,15388.0,7.0,44297.0,25473.0,67220.0,11031.0,1300.0,21500.0,6762.0,800.0,1,28570.0,5.0,10800.0,6.0,12414.0,1.0,0.0,0.0,195.0,4.0,0.2587953337953338,67219.5
39,1,1,6,0,7121,93-11-10,21924,36,609,1,93,11,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,21,34429.0,1100.0,60432.0,7552.0,38.0,21740.0,7696.0,24.0,34135.0,24950.0,54170.0,4563.0,15.0,17200.0,4616.0,13123.0,12,0.0,0.0,4115.0,19.0,6262.0,5.0,0.0,0.0,123.0,9.0,2.238793103448276,49083.3
35,1,3,4,2,7130,96-12-11,123408,24,5142,1,96,12,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,25,37410.0,700.0,85627.0,7694.0,68.0,46000.0,11496.0,40.0,22702.0,4686.0,58227.0,4600.0,100.0,27400.0,5601.0,14591.0,13,0.0,0.0,5919.0,16.0,3720.0,24.0,0.0,0.0,223.0,12.0,0.06771927265655388,8357.1
60,1,1,3,0,7136,96-09-28,54396,36,1511,1,96,9,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,14,27987.0,800.0,42309.0,4459.0,28.0,11244.0,4243.0,9.0,33882.0,24020.0,40384.0,2913.0,15.0,5400.0,1916.0,6880.0,9,0.0,0.0,2913.0,9.0,0.0,0.0,0.0,0.0,100.0,5.0,0.6656518861681007,36208.8
46,1,1,6,0,7137,94-06-03,151560,24,6315,1,94,6,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,13,60112.0,300.0,97913.0,19058.0,60.0,56835.0,21769.0,15.0,48658.0,21323.0,92713.0,15096.0,15.0,37200.0,11191.0,300.0,1,41048.0,6.0,15450.0,14.0,10134.0,1.0,0.0,0.0,196.0,6.0,0.1406914753233043,21323.2
53,1,1,6,0,7138,95-07-03,60000,60,1000,1,95,7,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,48,25363.0,400.0,39394.0,3840.0,42.0,11049.0,4082.0,89.0,24255.0,16141.0,38694.0,1882.0,15.0,7000.0,1539.0,6753.0,27,0.0,0.0,1527.0,55.0,2455.0,34.0,0.0,0.0,96.0,21.0,0.2815533333333333,16893.2
23,2,1,6,0,7142,94-12-19,482940,60,8049,-1,94,12,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,56,27947.0,900.0,57707.0,4878.0,8.0,21056.0,6931.0,74.0,25157.0,2036.0,55534.0,3442.0,15.0,15800.0,3259.0,10386.0,26,0.0,0.0,4112.0,40.0,2654.0,34.0,0.0,0.0,104.0,30.0,0.0381815546444693,18439.4
29,1,3,4,2,7154,96-12-05,417600,60,6960,1,96,12,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,21,44418.0,200.0,87052.0,8002.0,175.0,36305.0,13672.0,13.0,41224.0,27508.0,63139.0,8415.0,100.0,31700.0,10039.0,20461.0,8,0.0,0.0,10978.0,9.0,0.0,0.0,2650.0,4.0,335.0,13.0,0.14041810344827585,58638.6
43,1,1,4,0,7166,95-06-24,198240,24,8260,1,95,6,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,11,29124.0,300.0,51947.0,7095.0,43.0,19455.0,7306.0,5.0,34977.0,30283.0,44644.0,8541.0,2000.0,13000.0,4223.0,11091.0,7,0.0,0.0,8850.0,4.0,7303.0,1.0,0.0,0.0,103.0,4.0,0.17828995157384986,35344.2
23,1,1,6,0,7176,95-10-28,260028,36,7223,1,95,10,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,47,60338.0,200.0,124901.0,22177.0,150.0,65008.0,23496.0,114.0,46694.0,14182.0,92937.0,8531.0,15.0,51700.0,7896.0,4725.0,4,46294.0,22.0,9215.0,79.0,6985.0,35.0,0.0,0.0,236.0,21.0,0.26862837848231724,69850.9
43,1,1,5,0,7189,96-03-21,154656,48,3222,1,96,3,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,32,35551.0,1000.0,61782.0,9834.0,28.0,28994.0,10547.0,57.0,29681.0,11025.0,57882.0,4869.0,15.0,17585.0,4388.0,1200.0,3,20618.0,15.0,5082.0,47.0,3867.0,10.0,0.0,0.0,130.0,14.0,0.24040774363749223,37180.5
62,1,2,6,0,7192,94-12-21,115992,36,3222,1,94,12,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,46,29948.0,200.0,107692.0,8684.0,5.0,46194.0,11966.0,81.0,23235.0,2188.0,61295.0,4812.0,30.0,60600.0,7964.0,15288.0,26,0.0,0.0,5268.0,49.0,4114.0,32.0,0.0,0.0,97.0,20.0,0.08336350782812607,9669.5
40,1,1,4,0,7194,96-09-17,68832,36,1912,1,96,9,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,24,39735.0,700.0,61940.0,9718.0,28.0,28353.0,10566.0,29.0,35755.0,12758.0,51541.0,6265.0,15.0,24000.0,6860.0,16552.0,14,0.0,0.0,6482.0,23.0,5435.0,6.0,0.0,0.0,151.0,10.0,0.7487898070664807,51540.7
22,2,2,6,0,7198,94-08-23,45768,12,3814,1,94,8,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,22,32187.0,800.0,78328.0,4701.0,24.0,36574.0,8986.0,5.0,34178.0,25197.0,54428.0,9800.0,1000.0,23900.0,8868.0,10231.0,10,0.0,0.0,9800.0,5.0,0.0,0.0,0.0,0.0,93.0,12.0,1.1892042475091766,54427.5
57,1,1,4,0,7213,96-02-13,113544,36,3154,1,96,2,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,26,38187.0,700.0,68048.0,9069.0,29.0,28386.0,10417.0,45.0,31566.0,13387.0,49634.0,4942.0,15.0,20900.0,5154.0,1800.0,4,20644.0,11.0,5880.0,31.0,2867.0,14.0,0.0,0.0,137.0,11.0,0.11789966885084195,13386.8
45,1,2,6,0,7220,94-07-28,131292,36,3647,1,94,7,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,29,40598.0,1000.0,70288.0,11868.0,12.0,32823.0,12565.0,54.0,34507.0,17897.0,62976.0,5793.0,30.0,24000.0,5269.0,1600.0,2,24226.0,14.0,5448.0,44.0,7312.0,10.0,0.0,0.0,139.0,13.0,0.238866800719008,31361.3
29,2,1,6,0,7226,94-02-23,197748,36,5493,1,94,2,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,11,44297.0,300.0,74414.0,12363.0,68.0,36216.0,14027.0,5.0,45701.0,38056.0,49314.0,18540.0,5700.0,25100.0,8817.0,19342.0,7,0.0,0.0,18540.0,5.0,0.0,0.0,0.0,0.0,151.0,4.0,0.2189377389404697,43294.5
44,2,2,5,0,7227,95-10-02,314520,60,5242,1,95,10,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,56,73796.0,500.0,128119.0,18057.0,88.0,49457.0,16898.0,74.0,55757.0,6006.0,119631.0,12982.0,30.0,56700.0,14256.0,25183.0,40,0.0,0.0,13468.0,62.0,10472.0,12.0,0.0,0.0,241.0,16.0,0.1606161770316673,50517.0
46,1,1,4,0,7233,96-12-25,115812,36,3217,1,96,12,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,51,64518.0,1100.0,119527.0,16555.0,51.0,49887.0,17171.0,73.0,51148.0,27691.0,98184.0,10992.0,15.0,50800.0,12329.0,26262.0,32,0.0,0.0,10992.0,73.0,0.0,0.0,0.0,0.0,206.0,19.0,0.36160415155597003,41878.1
30,2,2,6,0,7235,93-10-13,154416,48,3217,1,93,10,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,16,44829.0,8897.0,81724.0,11409.0,14.0,39098.0,13212.0,16.0,48602.0,20150.0,81694.0,8071.0,30.0,19200.0,6991.0,18162.0,10,0.0,0.0,8071.0,16.0,0.0,0.0,0.0,0.0,154.0,6.0,0.34583657133975754,53402.7
21,1,2,6,0,7240,93-09-06,274740,60,4579,1,93,9,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,13,62864.0,600.0,122893.0,21256.0,77.0,63366.0,24264.0,14.0,51917.0,35844.0,92893.0,16801.0,30.0,36700.0,13982.0,600.0,1,45764.0,6.0,19587.0,11.0,6585.0,3.0,0.0,0.0,190.0,6.0,0.14975212928587028,41142.9
23,1,1,6,0,7241,95-03-04,168984,24,7041,-1,95,3,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,74,64992.0,900.0,120806.0,12442.0,28.0,49960.0,16271.0,86.0,48363.0,-518.0,105160.0,10424.0,2.0,55200.0,12200.0,25369.0,36,0.0,0.0,10424.0,86.0,0.0,0.0,0.0,0.0,196.0,38.0,0.14382604270226768,24304.3
25,1,1,4,1,7243,95-12-04,217152,36,6032,1,95,12,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,21,53350.0,400.0,109774.0,18197.0,4.0,54286.0,19725.0,36.0,46632.0,25379.0,75574.0,9441.0,15.0,34200.0,8521.0,400.0,1,38000.0,10.0,9642.0,30.0,8436.0,6.0,0.0,0.0,174.0,10.0,0.19476633878573535,42293.9
22,1,2,3,0,7246,96-08-20,148920,60,2482,1,96,8,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,16,34107.0,400.0,63290.0,8065.0,50.0,22338.0,7911.0,15.0,30652.0,10145.0,60290.0,7584.0,30.0,22780.0,6624.0,5500.0,3,15956.0,7.0,6603.0,12.0,11506.0,3.0,0.0,0.0,141.0,6.0,0.10259602471125437,15278.6
58,1,1,6,0,7249,94-06-12,69360,48,1445,1,94,6,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,31,34367.0,1100.0,52365.0,6597.0,34.0,17782.0,6642.0,47.0,33521.0,15183.0,47669.0,3529.0,15.0,13700.0,3913.0,11924.0,17,0.0,0.0,3529.0,47.0,0.0,0.0,0.0,0.0,129.0,14.0,0.5574538638985006,38665.0
36,2,1,6,0,7259,94-01-31,108144,36,3004,1,94,1,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,23,64482.0,900.0,123863.0,16823.0,36.0,45740.0,17851.0,32.0,47588.0,21421.0,83649.0,11406.0,15.0,60600.0,16123.0,25688.0,15,0.0,0.0,12946.0,26.0,4736.0,6.0,0.0,0.0,200.0,8.0,0.20270472703062584,21921.3
40,1,1,6,0,7262,94-03-01,182628,36,5073,1,94,3,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,10,32568.0,500.0,52246.0,7666.0,67.0,23204.0,8850.0,3.0,35432.0,30008.0,39646.0,10333.0,8600.0,12600.0,2053.0,12685.0,6,0.0,0.0,10333.0,3.0,0.0,0.0,0.0,0.0,137.0,4.0,0.2500213548853407,45660.9
36,1,2,4,0,7263,96-01-19,89880,24,3745,1,96,1,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,13,59622.0,800.0,116004.0,16580.0,26.0,46981.0,19986.0,16.0,64968.0,26905.0,112104.0,11029.0,30.0,47100.0,12081.0,26805.0,8,0.0,0.0,11029.0,16.0,0.0,0.0,0.0,0.0,220.0,5.0,0.4347963951935915,39079.5
19,2,1,5,0,7271,96-10-02,392460,60,6541,1,96,10,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,46,63732.0,900.0,115913.0,20603.0,43.0,58870.0,22143.0,97.0,54002.0,20241.0,93713.0,9221.0,15.0,35300.0,7946.0,550.0,2,42815.0,22.0,9087.0,79.0,9810.0,18.0,0.0,0.0,214.0,22.0,0.1357073332314121,53259.7
26,1,1,6,0,7284,93-09-15,52788,12,4399,1,93,9,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,21,23451.0,1000.0,41469.0,4304.0,44.0,11427.0,3881.0,22.0,21003.0,14717.0,29920.0,3153.0,15.0,17920.0,3849.0,6411.0,14,0.0,0.0,4065.0,14.0,1556.0,8.0,0.0,0.0,90.0,7.0,0.3983670531181329,21029.0
54,2,2,4,0,7304,95-10-29,419880,60,6998,1,95,10,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,11,65156.0,200.0,104040.0,21108.0,39.0,62982.0,24734.0,7.0,50233.0,24404.0,66340.0,29641.0,8500.0,64800.0,19868.0,250.0,2,46187.0,5.0,32767.0,6.0,10886.0,1.0,0.0,0.0,189.0,4.0,0.05883681051729066,24704.4
31,1,1,5,1,7305,96-08-06,54024,12,4502,1,96,8,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,45,46415.0,1000.0,81706.0,14510.0,67.0,40521.0,15249.0,102.0,32097.0,8616.0,65574.0,6150.0,15.0,30100.0,7075.0,1000.0,1,29470.0,22.0,8161.0,66.0,2386.0,34.0,3750.0,2.0,163.0,22.0,0.4756626684436547,25697.2
37,2,1,4,0,7308,96-12-27,129408,24,5392,1,96,12,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,29,31637.0,1000.0,56056.0,8812.0,50.0,24212.0,9224.0,78.0,30585.0,14067.0,55927.0,2966.0,15.0,16100.0,3684.0,15880.0,16,0.0,0.0,4695.0,38.0,1324.0,40.0,0.0,0.0,112.0,13.0,0.18700157640949555,24199.5
